 demo                     
  SWAT+ 2024-08-27        MODULAR Rev 2024.61.0.1-33-g68b1328                   
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   366    12    31  1992       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1992      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1992      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1993      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1993      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1994      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1994      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1995      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1995      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  1996      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  1996      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1997      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1997      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1998      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1998      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  1999      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  1999      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2000      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2000      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2001      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2001      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2002      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2002      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2003      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2003      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2004      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2004      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2005      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2005      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2006      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2006      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2007      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2007      12    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       1    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       1    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       2    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       2    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       3    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       3    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       4    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       4    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       5    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       5    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       6    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       6    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       7    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       7    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       8    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       8    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008       9    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008       9    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008      10    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008      10    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008      11    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008      11    soyb                        0.000       0.000       0.000       0.000
   366    12    31  2008      12    corn                        0.000       0.000       0.000       0.000
   366    12    31  2008      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       6    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       6    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       7    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       7    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       8    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       8    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009       9    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009       9    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009      10    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009      10    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009      11    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009      11    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2009      12    corn                        0.000       0.000       0.000       0.000
   365    12    31  2009      12    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       1    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       1    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       2    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       2    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       3    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       3    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       4    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       4    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       5    corn                        0.000       0.000       0.000       0.000
   365    12    31  2010       5    soyb                        0.000       0.000       0.000       0.000
   365    12    31  2010       6    corn                        0.000       0.000       0.000       0.000
